"ID","Category","Word","Hint 1","Hint 2","Easy hint","Your feedback","Suggested word or hint"
"OBJ-076","Objetos do Dia a Dia","Sapato","Cadarço","Sola","Engraxar","",""
"OBJ-077","Objetos do Dia a Dia","Rádio","Estática","Sintonia","Manhã","",""
"OBJ-078","Objetos do Dia a Dia","Televisão","Novela","Volume","Antena","",""
"OBJ-079","Objetos do Dia a Dia","Chaleira","Assobio","Fervura","Xícara","",""
"OBJ-080","Objetos do Dia a Dia","Peneira","Malha","Sacudir","Farinha","",""
"OBJ-081","Objetos do Dia a Dia","Espátula","Raspar","Nivelar","Reboco","",""
"OBJ-082","Objetos do Dia a Dia","Pegador","Pinça","Mola","Bandeja","",""
"OBJ-083","Objetos do Dia a Dia","Bacia","Plástico","Roupa","Tanque","",""
"OBJ-084","Objetos do Dia a Dia","Torneira","Pingo","Jato","Pia","",""
"OBJ-085","Objetos do Dia a Dia","Extensão","Fios","Tropeço","Obra","",""
"OBJ-086","Objetos do Dia a Dia","Vela","Pavio","Cera","Apagão","",""
"OBJ-087","Objetos do Dia a Dia","Fósforo","Risco","Cabecinha","Caixinha","",""
"OBJ-088","Objetos do Dia a Dia","Prato","Empilhar","Louça","Jantar","",""
"OBJ-089","Objetos do Dia a Dia","Talher","Aço","Conjunto","Mesa","",""
"OBJ-090","Objetos do Dia a Dia","Caixa de som","Grave","Vizinho","Festa","",""
"OBJ-091","Objetos do Dia a Dia","Câmera","Disparo","Foco","Lembrança","",""
"OBJ-092","Objetos do Dia a Dia","Carteira de motorista","Renovação","Multa","Blitz","",""
"OBJ-093","Objetos do Dia a Dia","Vaso","Barro","Regar","Varanda","",""
"OBJ-094","Objetos do Dia a Dia","Regador","Chuvinha","Encher","Planta","",""
"OBJ-095","Objetos do Dia a Dia","Chapéu","Proteção","Vento","Fazenda","",""
"OBJ-096","Objetos do Dia a Dia","Chupeta","Silicone","Choro","Berço","",""
"OBJ-097","Objetos do Dia a Dia","Fralda","Descartável","Troca","Madrugada","",""
"OBJ-098","Objetos do Dia a Dia","Mamadeira","Marcação","Esterilizar","Madrugada","",""
"OBJ-099","Objetos do Dia a Dia","Chocalho","Barulhinho","Punho","Bebê","",""
"OBJ-100","Objetos do Dia a Dia","Ímã","Atração","Norte","Geladeira","",""
"MOV-001","Cinema e TV","Cidade de Deus","Tiroteio","Fotografia","Rio","",""
"MOV-002","Cinema e TV","Tropa de Elite","Caveira","Interrogatório","Bordão","",""
"MOV-003","Cinema e TV","Central do Brasil","Carta","Viagem","Menino","",""
"MOV-004","Cinema e TV","Auto da Compadecida","Esperteza","Nordeste","Testamento","",""
"MOV-005","Cinema e TV","Minha Mãe é uma Peça","Peruca","Exagero","Comédia","",""
"MOV-006","Cinema e TV","Avenida Brasil","Lixão","Vingança","Novela","",""
"MOV-007","Cinema e TV","Roque Santeiro","Vila","Boato","Anos 80","",""
"MOV-008","Cinema e TV","Chaves","Barril","Vizinhança","Infância","",""
"MOV-009","Cinema e TV","Chapolin","Marreta","Antena","Coragem","",""
"MOV-010","Cinema e TV","Sítio do Picapau Amarelo","Boneca","Sabugo","Fantasia","",""
"MOV-011","Cinema e TV","Castelo Rá-Tim-Bum","Mágica","Escadaria","Infantil","",""
"MOV-012","Cinema e TV","Turma da Mônica","Coelhinho","Quadrinhos","Limoeiro","",""
"MOV-013","Cinema e TV","Os Trapalhões","Quarteto","Palhaçada","Domingo","",""
"MOV-014","Cinema e TV","A Grande Família","Sofá","Confusão","Subúrbio","",""
"MOV-015","Cinema e TV","Sai de Baixo","Gritaria","Bordões","Cunhado","",""
"MOV-016","Cinema e TV","Zorra Total","Esquetes","Personagens","Sábado","",""
"MOV-017","Cinema e TV","Big Brother Brasil","Paredão","Confinamento","Votação","",""
"MOV-018","Cinema e TV","Malhação","Adolescentes","Colégio","Temporada","",""
"MOV-019","Cinema e TV","Jornal Nacional","Bancada","Vinheta","Oito horas","",""
"MOV-020","Cinema e TV","Sessão da Tarde","Reprise","Férias","Lágrimas","",""
"MOV-021","Cinema e TV","Todo Mundo Odeia o Chris","Narração","Irmãos","Dublagem","",""
"MOV-022","Cinema e TV","Dragon Ball","Esferas","Transformação","Grito","",""
"MOV-023","Cinema e TV","Cavaleiros do Zodíaco","Armaduras","Constelações","Anos 90","",""
"MOV-024","Cinema e TV","Pokémon","Captura","Evolução","Desenho","",""
"MOV-025","Cinema e TV","Naruto","Ninja","Determinação","Corrida","",""
"MOV-026","Cinema e TV","Os Simpsons","Desenho","Cidadezinha","Abertura","",""
"MOV-027","Cinema e TV","Friends","Cafeteria","Grupo","Nova York","",""
"MOV-028","Cinema e TV","La Casa de Papel","Máscara","Macacão","Espanha","",""
"MOV-029","Cinema e TV","Round 6","Dívidas","Eliminação","Verde","",""
"MOV-030","Cinema e TV","Stranger Things","Bicicletas","Mundo invertido","Criançada","",""
"MOV-031","Cinema e TV","Game of Thrones","Trono","Dragões","Inverno","",""
"MOV-032","Cinema e TV","Breaking Bad","Química","Motorhome","Deserto","",""
"MOV-033","Cinema e TV","Titanic","Naufrágio","Colar","Orquestra","",""
"MOV-034","Cinema e TV","Vingadores","Equipe","Batalha","Cinema","",""
"MOV-035","Cinema e TV","Harry Potter","Varinha","Internato","Cicatriz","",""
"MOV-036","Cinema e TV","Senhor dos Anéis","Jornada","Amizade","Trilogia","",""
"MOV-037","Cinema e TV","Star Wars","Espadas","Galáxia","Sabre","",""
"MOV-038","Cinema e TV","Toy Story","Brinquedos","Ciúme","Xerife","",""
"MOV-039","Cinema e TV","Rei Leão","Herança","Manada","Amanhecer","",""
"MOV-040","Cinema e TV","Frozen","Neve","Irmãs","Castelo","",""
"MOV-041","Cinema e TV","Shrek","Pântano","Ogro","Cebola","",""
"MOV-042","Cinema e TV","Velozes e Furiosos","Carros","Família","Corridas","",""
"MOV-043","Cinema e TV","Jurassic Park","Dinossauros","Cerca elétrica","Âmbar","",""
"MOV-044","Cinema e TV","Matrix","Escolha","Códigos","Pílula","",""
"MOV-045","Cinema e TV","Bacurau","Vilarejo","Sumiço","Mapa","",""
"MOV-046","Cinema e TV","Vale Tudo","Vilã","Remake","Pergunta","",""
"MOV-047","Cinema e TV","Dois Filhos de Francisco","Sanfona","Dupla","Interior","",""
"MOV-048","Cinema e TV","Meu Malvado Favorito","Minions","Vilão","Adoção","",""
"MOV-049","Cinema e TV","Procurando Nemo","Recife","Corrente","Pai","",""
"MOV-050","Cinema e TV","Divertidamente","Emoções","Memórias","Cabeça","",""
"FUT-001","Futebol","Flamengo","Rubro-negro","Nação","Gávea","",""
"FUT-002","Futebol","Corinthians","Fiel","Paulista","Invasão","",""
"FUT-003","Futebol","Palmeiras","Alviverde","Verdão","Allianz","",""
"FUT-004","Futebol","São Paulo","Tricolor","Morumbi","Soberano","",""
"FUT-005","Futebol","Santos","Alvinegro","Praiano","Litoral","",""
"FUT-006","Futebol","Vasco","Cruzmaltino","São Januário","Gigante","",""
"FUT-007","Futebol","Botafogo","Estrela","Glorioso","Nilton Santos","",""
"FUT-008","Futebol","Fluminense","Grená","Laranjeiras","Guerreiros","",""
"FUT-009","Futebol","Grêmio","Imortal","Arena","Tricolor gaúcho","",""
"FUT-010","Futebol","Internacional","Colorado","Beira-Rio","Saci","",""
"FUT-011","Futebol","Cruzeiro","Celeste","Mineirão","Estrelas","",""
"FUT-012","Futebol","Atlético Mineiro","Massa","Arena MRV","Alvinegro","",""
"FUT-013","Futebol","Pelé","Rei","Mil gols","Camisa dez","",""
"FUT-014","Futebol","Garrincha","Pernas tortas","Alegria","Drible","",""
"FUT-015","Futebol","Zico","Falta","Galinho","Anos 80","",""
"FUT-016","Futebol","Romário","Baixinho","Área","Frieza","",""
"FUT-017","Futebol","Ronaldo","Fenômeno","Joelhos","Artilheiro","",""
"FUT-018","Futebol","Ronaldinho","Sorriso","Magia","Barcelona","",""
"FUT-019","Futebol","Rivaldo","Canhota","Perna","Voleio","",""
"FUT-020","Futebol","Bebeto","Comemoração","Ninar","Copa","",""
"FUT-021","Futebol","Cafu","Lateral","Capitão","Bicampeão","",""
"FUT-022","Futebol","Roberto Carlos","Foguete","Cobrança","Curva","",""
"FUT-023","Futebol","Taffarel","Luvas","Pênalti","Defesa","",""
"FUT-024","Futebol","Sócrates","Calcanhar","Doutor","Democracia","",""
"FUT-025","Futebol","Kaká","Passada","Fé","Milan","",""
"FUT-026","Futebol","Neymar","Ousadia","Moicano","Cavadinha","",""
"FUT-027","Futebol","Vinícius Júnior","Velocidade","Dança","Madrid","",""
"FUT-028","Futebol","Rodrygo","Juventude","Chute","Prorrogação","",""
"FUT-029","Futebol","Marta","Rainha","Seis","Feminino","",""
"FUT-030","Futebol","Alisson","Reflexo","Braços","Liverpool","",""
"FUT-031","Futebol","Ederson","Lançamento","Precisão","Manchester","",""
"FUT-032","Futebol","Casemiro","Desarme","Proteção","Volante","",""
"FUT-033","Futebol","Thiago Silva","Monstro","Antecipação","Zaga","",""
"FUT-034","Futebol","Marcelo","Canhoto","Ala","Cachos","",""
"FUT-035","Futebol","Adriano","Imperador","Força","Inter","",""
"FUT-036","Futebol","Rivelino","Bigode","Setenta","Camisa","",""
"FUT-037","Futebol","Jairzinho","Furacão","Gols seguidos","México","",""
"FUT-038","Futebol","Carlos Alberto","Braçadeira","Arrancada","Azteca","",""
"FUT-039","Futebol","Tostão","Parceria","Visão","Colunista","",""
"FUT-040","Futebol","Zagallo","Superstição","Treze","Tetra","",""
"FUT-041","Futebol","Dunga","Liderança","Marcação","Pasadena","",""
"FUT-042","Futebol","Tite","Comissão","Esquema","Bancada","",""
"FUT-043","Futebol","Raí","Passe","Título","Paris","",""
"FUT-044","Futebol","Brasileirão","Pontos","Turno","Rodada","",""
"FUT-045","Futebol","Libertadores","Continente","Obsessão","Taça","",""
"FUT-046","Futebol","Copa do Mundo","Convocação","Figurinhas","Junho","",""
"FUT-047","Futebol","Maracanã","Reforma","Anel","Final","",""
"FUT-048","Futebol","Seleção","Hino","Torcedores","Amarelo","",""
"FUT-049","Futebol","Pelada","Campinho","Descalço","Domingo","",""
"FUT-050","Futebol","Gol de placa","Beleza","Repetição","Narração","",""
"HER-001","Super-Heróis","Homem-Aranha","Teia","Adolescente","Nova York","",""
"HER-002","Super-Heróis","Homem de Ferro","Armadura","Reator","Bilionário","",""
"HER-003","Super-Heróis","Hulk","Fúria","Cientista","Calça rasgada","",""
"HER-004","Super-Heróis","Thor","Trovão","Asgard","Coroa","",""
"HER-005","Super-Heróis","Capitão América","Escudo","Anos 40","Soro","",""
"HER-006","Super-Heróis","Viúva Negra","Espionagem","Acrobacia","Vermelho","",""
"HER-007","Super-Heróis","Gavião Arqueiro","Flecha","Pontaria","Aljava","",""
"HER-008","Super-Heróis","Pantera Negra","Vibranium","Wakanda","Garras","",""
"HER-009","Super-Heróis","Doutor Estranho","Feitiço","Portal","Capa","",""
"HER-010","Super-Heróis","Feiticeira Escarlate","Realidade","Gêmeos","Caos","",""
"HER-011","Super-Heróis","Homem-Formiga","Encolher","Tamanho","Reino quântico","",""
"HER-012","Super-Heróis","Capitã Marvel","Voo","Piloto","Cosmos","",""
"HER-013","Super-Heróis","Wolverine","Garras","Regeneração","Charuto","",""
"HER-014","Super-Heróis","Ciclope","Rajada","Viseira","Liderança","",""
"HER-015","Super-Heróis","Tempestade","Raios","Clima","Cabelos brancos","",""
"HER-016","Super-Heróis","Fera","Pelos","Erudito","Azul","",""
"HER-017","Super-Heróis","Noturno","Teleporte","Fumaça","Cauda","",""
"HER-018","Super-Heróis","Vampira","Luvas","Mecha branca","Solidão","",""
"HER-019","Super-Heróis","Magneto","Metal","Capacete","Passado","",""
"HER-020","Super-Heróis","Professor Xavier","Telepatia","Mansão","Careca","",""
"HER-021","Super-Heróis","Batman","Gótica","Mordomo","Morcegos","",""
"HER-022","Super-Heróis","Superman","Kriptonita","Jornalista","Fazenda","",""
"HER-023","Super-Heróis","Mulher-Maravilha","Laço","Amazona","Bracelete","",""
"HER-024","Super-Heróis","Flash","Rapidez","Zunido","Relâmpago","",""
"HER-025","Super-Heróis","Aquaman","Tridente","Guelras","Atlântida","",""
"HER-026","Super-Heróis","Lanterna Verde","Anel","Vontade","Juramento","",""
"HER-027","Super-Heróis","Arqueiro Verde","Capuz","Alvo","Barba","",""
"HER-028","Super-Heróis","Robin","Aprendiz","Acrobata","Sombra","",""
"HER-029","Super-Heróis","Coringa","Gargalhada","Baralho","Maquiagem","",""
"HER-030","Super-Heróis","Duende Verde","Planador","Abóbora","Loucura","",""
"HER-031","Super-Heróis","Thanos","Manopla","Equilíbrio","Metade","",""
"HER-032","Super-Heróis","Loki","Trapaça","Cetro","Irmão","",""
"HER-033","Super-Heróis","Venom","Simbionte","Gosma","Hospedeiro","",""
"HER-034","Super-Heróis","Deadpool","Piadas","Quarta parede","Katanas","",""
"HER-035","Super-Heróis","Demolidor","Cegueira","Audição","Advogado","",""
"HER-036","Super-Heróis","Justiceiro","Caveira","Colete","Vingança","",""
"HER-037","Super-Heróis","Motoqueiro Fantasma","Crânio","Chamas","Pacto","",""
"HER-038","Super-Heróis","Ciborgue","Implantes","Metal","Titãs","",""
"HER-039","Super-Heróis","Ravena","Sombras","Contenção","Corvo","",""
"HER-040","Super-Heróis","Estelar","Explosões","Alienígena","Ruiva","",""
"HER-041","Super-Heróis","Mercúrio","Instante","Gêmea","Prata","",""
"HER-042","Super-Heróis","Tocha Humana","Voar","Fogo","Impulso","",""
"HER-043","Super-Heróis","Coisa","Rochas","Laranja","Bordão","",""
"HER-044","Super-Heróis","Mulher Invisível","Transparência","Barreira","Irmã","",""
"HER-045","Super-Heróis","Senhor Fantástico","Elasticidade","Ciência","Esticar","",""
"HER-046","Super-Heróis","Shazam","Palavra","Criança","Trovoada","",""
"HER-047","Super-Heróis","Batgirl","Computador","Manto","Gótica","",""
"HER-048","Super-Heróis","Mulher-Gato","Chicote","Joias","Telhados","",""
"HER-049","Super-Heróis","Homem de Gelo","Congelar","Rampa","Neve","",""
"HER-050","Super-Heróis","Jean Grey","Fênix","Telecinese","Renascer","",""
